,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
457,1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,False,Southampton,yes,False
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
460,1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True
462,0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True
467,0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True
468,0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,True,Queenstown,no,True
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True
475,0,1,male,29.69911764705882,0,0,52.0,S,First,man,True,Southampton,no,True
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True
487,0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True
492,0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True
495,0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,True,Cherbourg,no,True
497,0,3,male,29.69911764705882,0,0,15.1,S,Third,man,True,Southampton,no,True
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True
502,0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False
507,1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,Southampton,yes,True
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
517,0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,True,Queenstown,no,True
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False
524,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False
533,1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False
536,0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True
538,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,Southampton,no,True
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False
545,0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
547,1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True
552,0,3,male,29.69911764705882,0,0,7.8292,Q,Third,man,True,Queenstown,no,True
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False
578,0,3,female,29.69911764705882,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True
583,0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True
584,0,3,male,29.69911764705882,0,0,8.7125,C,Third,man,True,Cherbourg,no,True
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True
593,0,3,female,29.69911764705882,0,2,7.75,Q,Third,woman,False,Queenstown,no,False
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False
596,1,2,female,29.69911764705882,0,0,33.0,S,Second,woman,False,Southampton,yes,True
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False
602,0,1,male,29.69911764705882,0,0,42.4,S,First,man,True,Southampton,no,True
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True
604,1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
607,1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False
611,0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,Southampton,no,True
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
629,0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,True,Queenstown,no,True
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True
632,1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True
633,0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,Southampton,no,True
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False
639,0,3,male,29.69911764705882,1,0,16.1,S,Third,man,True,Southampton,no,False
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False
643,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,yes,True
647,1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True
648,0,3,male,29.69911764705882,0,0,7.55,S,Third,man,True,Southampton,no,True
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True
653,1,3,female,29.69911764705882,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False
667,0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,Southampton,no,True
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True
669,1,1,female,29.69911764705882,1,0,52.0,S,First,woman,False,Southampton,yes,False
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False
671,0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False
680,0,3,female,29.69911764705882,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
690,1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
694,0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True
697,1,3,female,29.69911764705882,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True
711,0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,Southampton,no,True
712,1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
718,0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,True,Queenstown,no,True
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True
724,1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False
727,1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False
740,1,1,male,29.69911764705882,0,0,30.0,S,First,man,True,Southampton,yes,True
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,Southampton,no,False
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
748,0,1,male,19.0,1,0,53.1,S,First,man,True,Southampton,no,False
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,Southampton,yes,False
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,Southampton,yes,False
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,Southampton,yes,False
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,Southampton,no,True
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,Cherbourg,yes,True
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,Southampton,no,True
766,0,1,male,29.69911764705882,0,0,39.6,C,First,man,True,Cherbourg,no,True
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Queenstown,no,True
768,0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,True,Queenstown,no,False
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,Southampton,no,True
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,Southampton,no,True
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,Southampton,no,True
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,Southampton,yes,False
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,Southampton,no,True
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,Southampton,yes,True
778,0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,True,Queenstown,no,True
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,Cherbourg,yes,True
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,Southampton,yes,False
782,0,1,male,29.0,0,0,30.0,S,First,man,True,Southampton,no,True
783,0,3,male,29.69911764705882,1,2,23.45,S,Third,man,True,Southampton,no,False
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,no,True
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Southampton,yes,True
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,Southampton,yes,False
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,Southampton,no,True
793,0,1,male,29.69911764705882,0,0,30.6958,C,First,man,True,Cherbourg,no,True
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Southampton,yes,True
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,Southampton,no,False
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,Cherbourg,yes,False
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,Southampton,yes,True
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True
806,0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True
822,0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False
825,0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,Queenstown,no,True
826,0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,no,True
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False
828,1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,yes,True
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
839,1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,Cherbourg,yes,True
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False
857,1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True
868,0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,Southampton,no,True
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False
872,0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True
888,0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,Southampton,no,False
889,1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
