,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
391,1,3,1,0.3236866939289085,0,0,0.11993538461538462,1,3,1,1,Southampton,1,1
392,0,3,1,0.43378420887071406,2,0,0.12192307692307693,1,3,1,1,Southampton,0,0
394,1,3,0,0.3708713431896823,0,2,0.2569230769230769,1,3,2,0,Southampton,1,0
395,0,3,1,0.3394149103491664,0,0,0.11993538461538462,1,3,1,1,Southampton,0,1
396,0,3,0,0.4809688581314879,0,0,0.12083384615384615,1,3,2,0,Southampton,0,1
397,0,2,1,0.716892104435357,0,0,0.4,1,2,1,1,Southampton,0,1
398,0,2,1,0.35514312676942433,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
399,1,2,0,0.43378420887071406,0,0,0.19461538461538463,1,2,2,0,Southampton,1,1
400,1,3,1,0.6067945894935515,0,0,0.12192307692307693,1,3,1,1,Southampton,1,1
401,0,3,1,0.4023277760301982,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
402,0,3,0,0.3236866939289085,1,0,0.15115384615384614,1,3,2,0,Southampton,0,0
403,0,3,1,0.43378420887071406,1,0,0.24384615384615385,1,3,1,1,Southampton,0,0
404,0,3,0,0.3079584775086505,0,0,0.13326923076923078,1,3,2,0,Southampton,0,1
405,0,2,1,0.5281535073922617,1,0,0.3230769230769231,1,2,1,1,Southampton,0,0
406,0,3,1,0.7955331865366467,0,0,0.11923076923076924,1,3,1,1,Southampton,0,1
407,1,2,1,0.04057879836426549,1,1,0.2884615384615385,1,2,3,0,Southampton,1,0
408,0,3,1,0.3236866939289085,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
411,0,3,1,0.46050829894713463,0,0,0.1055123076923077,2,3,1,1,Queenstown,0,1
414,1,3,1,0.6854356715948411,0,0,0.12192307692307693,1,3,1,1,Southampton,1,1
415,0,3,0,0.46050829894713463,0,0,0.12384615384615387,1,3,2,0,Southampton,0,1
416,1,2,0,0.5281535073922617,1,1,0.5,1,2,2,0,Southampton,1,0
417,1,2,0,0.27650204466813466,0,2,0.2,1,2,2,0,Southampton,1,0
419,0,3,0,0.1506763133060711,0,2,0.37153846153846154,1,3,3,0,Southampton,0,0
421,0,3,1,0.3236866939289085,0,0,0.11897384615384615,2,3,1,1,Queenstown,0,1
422,0,3,1,0.449512425290972,0,0,0.12115384615384617,1,3,1,1,Southampton,0,1
423,0,3,0,0.43378420887071406,1,1,0.22153846153846155,1,3,2,0,Southampton,0,0
424,0,3,1,0.27650204466813466,1,1,0.31096153846153846,1,3,1,1,Southampton,0,0
426,1,2,0,0.43378420887071406,1,0,0.4,1,2,2,0,Southampton,1,0
427,1,2,0,0.29223026108839256,0,0,0.4,1,2,2,0,Southampton,1,1
429,1,3,1,0.49669707455174583,0,0,0.12384615384615387,1,3,1,1,Southampton,1,1
430,1,1,1,0.43378420887071406,0,0,0.4084615384615385,1,1,1,1,Southampton,1,1
432,1,2,0,0.6539792387543253,1,0,0.4,1,2,2,0,Southampton,1,0
433,0,3,1,0.2607738282478767,0,0,0.10961538461538461,1,3,1,1,Southampton,0,1
434,0,1,1,0.7798049701163888,1,0,0.86,1,1,1,1,Southampton,0,0
436,0,3,0,0.3236866939289085,2,2,0.5288461538461539,1,3,2,0,Southampton,0,0
437,1,2,0,0.3708713431896823,2,3,0.2884615384615385,1,2,2,0,Southampton,1,0
439,0,2,1,0.4809688581314879,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
440,1,2,0,0.7011638880150991,1,1,0.40384615384615385,1,2,2,0,Southampton,1,0
441,0,3,1,0.3079584775086505,0,0,0.14615384615384616,1,3,1,1,Southampton,0,1
442,0,3,1,0.38659955960994025,1,0,0.11961538461538462,1,3,1,1,Southampton,0,0
443,1,2,0,0.43378420887071406,0,0,0.2,1,2,2,0,Southampton,1,1
444,1,3,1,0.46050829894713463,0,0,0.12480769230769233,1,3,1,1,Southampton,1,1
446,1,2,0,0.19786096256684493,0,1,0.30000000000000004,1,2,3,0,Southampton,1,0
447,1,1,1,0.5281535073922617,0,0,0.4084615384615385,1,1,1,1,Southampton,1,1
448,1,3,0,0.07203523120478138,2,1,0.29628153846153843,3,3,3,0,Cherbourg,1,0
449,1,1,1,0.8112614029569047,0,0,0.46923076923076923,1,1,1,1,Southampton,1,1
450,0,2,1,0.5596099402327777,1,2,0.42692307692307696,1,2,1,1,Southampton,0,0
451,0,3,1,0.46050829894713463,1,0,0.30718,1,3,1,1,Southampton,0,0
452,0,1,1,0.4652406417112299,0,0,0.42692307692307696,3,1,1,1,Cherbourg,0,1
455,1,3,1,0.449512425290972,0,0,0.12147384615384617,3,3,1,1,Cherbourg,1,1
457,1,1,0,0.46050829894713463,1,0,0.7978846153846154,1,1,2,0,Southampton,1,0
458,1,2,0,0.7798049701163888,0,0,0.16153846153846155,1,2,2,0,Southampton,1,1
460,1,1,1,0.7483485372758729,0,0,0.4084615384615385,1,1,1,1,Southampton,1,1
461,0,3,1,0.5281535073922617,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
462,0,1,1,0.732620320855615,0,0,0.5923076923076923,1,1,1,1,Southampton,0,1
463,0,2,1,0.7483485372758729,0,0,0.2,1,2,1,1,Southampton,0,1
465,0,3,1,0.5910663730732935,0,0,0.10846153846153847,1,3,1,1,Southampton,0,1
467,0,1,1,0.8741742686379365,0,0,0.4084615384615385,1,1,1,1,Southampton,0,1
468,0,3,1,0.46050829894713463,0,0,0.11884615384615385,2,3,1,1,Queenstown,0,1
469,1,3,0,0.005190311418685122,2,1,0.29628153846153843,3,3,3,0,Cherbourg,1,0
471,0,3,1,0.5910663730732935,0,0,0.13326923076923078,1,3,1,1,Southampton,0,1
472,1,2,0,0.5124252909720037,1,2,0.42692307692307696,1,2,2,0,Southampton,1,0
473,1,2,0,0.35514312676942433,0,0,0.21218,3,2,2,0,Cherbourg,1,1
474,0,3,0,0.3394149103491664,0,0,0.15134615384615385,1,3,2,0,Southampton,0,1
475,0,1,1,0.46050829894713463,0,0,0.8,1,1,1,1,Southampton,0,1
477,0,3,1,0.449512425290972,1,0,0.10839692307692309,1,3,1,1,Southampton,0,0
478,0,3,1,0.3394149103491664,0,0,0.11570461538461539,1,3,1,1,Southampton,0,1
479,1,3,0,0.02485058194400755,0,1,0.18903846153846154,1,3,3,0,Southampton,1,0
480,0,3,1,0.13494809688581316,5,2,0.7215384615384616,1,3,3,0,Southampton,0,0
482,0,3,1,0.7798049701163888,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
483,1,3,0,0.9842717835797421,0,0,0.14750000000000002,1,3,2,0,Southampton,1,1
487,0,1,1,0.9056307014784524,0,0,0.45692307692307693,3,1,1,1,Cherbourg,0,1
489,1,3,1,0.13494809688581316,1,1,0.24461538461538462,1,3,3,0,Southampton,1,0
491,0,3,1,0.3236866939289085,0,0,0.11153846153846154,1,3,1,1,Southampton,0,1
492,0,1,1,0.8584460522176786,0,0,0.46923076923076923,1,1,1,1,Southampton,0,1
495,0,3,1,0.46050829894713463,0,0,0.22243538461538462,3,3,1,1,Cherbourg,0,1
497,0,3,1,0.46050829894713463,0,0,0.23230769230769233,1,3,1,1,Southampton,0,1
499,0,3,1,0.3708713431896823,0,0,0.11993538461538462,1,3,1,1,Southampton,0,1
501,0,3,0,0.3236866939289085,0,0,0.11923076923076924,2,3,2,0,Queenstown,0,1
502,0,3,0,0.46050829894713463,0,0,0.11737230769230769,2,3,2,0,Queenstown,0,1
503,0,3,0,0.5753381566530356,0,0,0.14750000000000002,1,3,2,0,Southampton,0,1
506,1,2,0,0.5124252909720037,0,2,0.4,1,2,2,0,Southampton,1,0
507,1,1,1,0.46050829894713463,0,0,0.4084615384615385,1,1,1,1,Southampton,1,1
508,0,3,1,0.43378420887071406,0,0,0.3465384615384615,1,3,1,1,Southampton,0,1
509,1,3,1,0.4023277760301982,0,0,0.8691661538461539,1,3,1,1,Southampton,1,1
510,1,3,1,0.449512425290972,0,0,0.11923076923076924,2,3,1,1,Queenstown,1,1
512,1,1,1,0.5596099402327777,0,0,0.40442307692307694,1,1,1,1,Southampton,1,1
513,1,1,0,0.8427178357974205,1,0,0.9138461538461539,3,1,2,0,Cherbourg,1,0
514,0,3,1,0.3708713431896823,0,0,0.11532,1,3,1,1,Southampton,0,1
515,0,1,1,0.732620320855615,0,0,0.5233969230769231,1,1,1,1,Southampton,0,1
516,1,2,0,0.5281535073922617,0,0,0.16153846153846155,1,2,2,0,Southampton,1,1
517,0,3,1,0.46050829894713463,0,0,0.37153846153846154,2,3,1,1,Queenstown,0,1
518,1,2,0,0.5596099402327777,1,0,0.4,1,2,2,0,Southampton,1,0
519,0,3,1,0.49669707455174583,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
523,1,1,0,0.6854356715948411,0,1,0.8919876923076924,3,1,2,0,Cherbourg,1,0
524,0,3,1,0.46050829894713463,0,0,0.11121846153846154,3,3,1,1,Cherbourg,0,1
525,0,3,1,0.6303869141239383,0,0,0.11923076923076924,2,3,1,1,Queenstown,0,1
528,0,3,1,0.6067945894935515,0,0,0.12192307692307693,1,3,1,1,Southampton,0,1
529,0,2,1,0.35514312676942433,2,1,0.17692307692307693,1,2,1,1,Southampton,0,0
530,1,2,0,0.02485058194400755,1,1,0.4,1,2,3,0,Southampton,1,0
532,0,3,1,0.2607738282478767,1,1,0.11121846153846154,3,3,1,1,Cherbourg,0,0
533,1,3,0,0.46050829894713463,0,2,0.3439738461538462,3,3,2,0,Cherbourg,1,0
534,0,3,0,0.4652406417112299,0,0,0.13326923076923078,1,3,2,0,Southampton,0,1
535,1,2,0,0.10349166404529726,0,2,0.40384615384615385,1,2,3,0,Southampton,1,0
536,0,1,1,0.7011638880150991,0,0,0.4084615384615385,1,1,1,1,Southampton,0,1
538,0,3,1,0.46050829894713463,0,0,0.2230769230769231,1,3,1,1,Southampton,0,1
539,1,1,0,0.3394149103491664,0,2,0.7615384615384616,3,1,2,0,Cherbourg,1,0
541,0,3,0,0.13494809688581316,4,2,0.48115384615384615,1,3,3,0,Southampton,0,0
542,0,3,0,0.16640452972632902,4,2,0.48115384615384615,1,3,3,0,Southampton,0,0
543,1,2,1,0.49669707455174583,1,0,0.4,1,2,1,1,Southampton,1,0
545,0,1,1,1.0,0,0,0.4,1,1,1,1,Southampton,0,1
546,1,2,0,0.29223026108839256,1,0,0.4,1,2,2,0,Southampton,1,0
547,1,2,1,0.46050829894713463,0,0,0.2132692307692308,3,2,1,1,Cherbourg,1,1
548,0,3,1,0.5124252909720037,1,1,0.31576923076923075,1,3,1,1,Southampton,0,0
549,1,2,1,0.1192198804655552,1,1,0.5653846153846154,1,2,3,0,Southampton,1,0
551,0,2,1,0.4180559924504561,0,0,0.4,1,2,1,1,Southampton,0,1
552,0,3,1,0.46050829894713463,0,0,0.12044923076923078,2,3,1,1,Queenstown,0,1
553,1,3,1,0.3394149103491664,0,0,0.11115384615384616,3,3,1,1,Cherbourg,1,1
554,1,3,0,0.3394149103491664,0,0,0.11961538461538462,1,3,2,0,Southampton,1,1
556,1,1,0,0.7483485372758729,1,0,0.6092307692307692,3,1,2,0,Cherbourg,1,0
559,1,3,0,0.5596099402327777,1,0,0.2676923076923077,1,3,2,0,Southampton,1,0
561,0,3,1,0.6225228059138094,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
562,0,2,1,0.43378420887071406,0,0,0.2076923076923077,1,2,1,1,Southampton,0,1
565,0,3,1,0.3708713431896823,2,0,0.37153846153846154,1,3,1,1,Southampton,0,0
566,0,3,1,0.29223026108839256,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
567,0,3,0,0.449512425290972,0,4,0.3242307692307692,1,3,2,0,Southampton,0,0
569,1,3,1,0.49669707455174583,0,0,0.12083384615384615,1,3,1,1,Southampton,1,1
570,1,2,1,0.9685435671594841,0,0,0.16153846153846155,1,2,1,1,Southampton,1,1
571,1,1,0,0.8269896193771626,2,0,0.7919876923076923,1,1,2,0,Southampton,1,0
572,1,1,1,0.5596099402327777,0,0,0.4059615384615385,1,1,1,1,Southampton,1,1
574,0,3,1,0.24504561182761875,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
575,0,3,1,0.29223026108839256,0,0,0.2230769230769231,1,3,1,1,Southampton,0,1
576,1,2,0,0.5281535073922617,0,0,0.2,1,2,2,0,Southampton,1,1
577,1,1,0,0.6067945894935515,1,0,0.86,1,1,2,0,Southampton,1,0
578,0,3,0,0.46050829894713463,1,0,0.22243538461538462,3,3,2,0,Cherbourg,0,0
579,1,3,1,0.49669707455174583,0,0,0.12192307692307693,1,3,1,1,Southampton,1,1
580,1,2,0,0.38659955960994025,1,1,0.46153846153846156,1,2,2,0,Southampton,1,0
582,0,2,1,0.8427178357974205,0,0,0.4,1,2,1,1,Southampton,0,1
583,0,1,1,0.5596099402327777,0,0,0.6173076923076923,3,1,1,1,Cherbourg,0,1
584,0,3,1,0.46050829894713463,0,0,0.13403846153846155,3,3,1,1,Cherbourg,0,1
586,0,2,1,0.732620320855615,0,0,0.23076923076923078,1,2,1,1,Southampton,0,1
590,0,3,1,0.5438817238125196,0,0,0.10961538461538461,1,3,1,1,Southampton,0,1
592,0,3,1,0.732620320855615,0,0,0.11153846153846154,1,3,1,1,Southampton,0,1
593,0,3,0,0.46050829894713463,0,2,0.11923076923076924,2,3,2,0,Queenstown,0,0
594,0,2,1,0.5753381566530356,1,0,0.4,1,2,1,1,Southampton,0,0
595,0,3,1,0.5596099402327777,1,1,0.37153846153846154,1,3,1,1,Southampton,0,0
596,1,2,0,0.46050829894713463,0,0,0.5076923076923077,1,2,2,0,Southampton,1,1
597,0,3,1,0.7640767536961308,0,0,0.0,1,3,1,1,Southampton,0,1
599,1,1,1,0.7640767536961308,1,0,0.8758338461538462,3,1,1,1,Cherbourg,1,0
600,1,2,0,0.3708713431896823,2,1,0.4153846153846154,1,2,2,0,Southampton,1,0
602,0,1,1,0.46050829894713463,0,0,0.6523076923076924,1,1,1,1,Southampton,0,1
603,0,3,1,0.6854356715948411,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
604,1,1,1,0.5438817238125196,0,0,0.4084615384615385,3,1,1,1,Cherbourg,1,1
605,0,3,1,0.5596099402327777,1,0,0.23923076923076925,1,3,1,1,Southampton,0,0
606,0,3,1,0.4652406417112299,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
607,1,1,1,0.4180559924504561,0,0,0.46923076923076923,1,1,1,1,Southampton,1,1
608,1,2,0,0.3394149103491664,1,2,0.63968,3,2,2,0,Cherbourg,1,0
610,0,3,0,0.6067945894935515,1,5,0.48115384615384615,1,3,2,0,Southampton,0,0
611,0,3,1,0.46050829894713463,0,0,0.10846153846153847,1,3,1,1,Southampton,0,1
615,1,2,0,0.3708713431896823,1,2,1.0,1,2,2,0,Southampton,1,0
616,0,3,1,0.5281535073922617,1,1,0.22153846153846155,1,3,1,1,Southampton,0,0
617,0,3,0,0.4023277760301982,1,0,0.24769230769230774,1,3,2,0,Southampton,0,0
618,1,2,0,0.056307014784523435,2,1,0.6000000000000001,1,2,3,0,Southampton,1,0
619,0,2,1,0.4023277760301982,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
620,0,3,1,0.4180559924504561,1,0,0.2223723076923077,3,3,1,1,Cherbourg,0,0
621,1,1,1,0.6539792387543253,1,0,0.8085261538461539,1,1,1,1,Southampton,1,0
622,1,3,1,0.3079584775086505,1,1,0.24218,3,3,1,1,Cherbourg,1,0
623,0,3,1,0.3236866939289085,0,0,0.12083384615384615,1,3,1,1,Southampton,0,1
624,0,3,1,0.3236866939289085,0,0,0.24769230769230774,1,3,1,1,Southampton,0,1
625,0,1,1,0.9528153507392262,0,0,0.4972430769230769,1,1,1,1,Southampton,0,1
626,0,2,1,0.8899024850581944,0,0,0.19,2,2,1,1,Queenstown,0,1
628,0,3,1,0.4023277760301982,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
629,0,3,1,0.46050829894713463,0,0,0.11897384615384615,2,3,1,1,Queenstown,0,1
631,0,3,1,0.7955331865366467,0,0,0.10852615384615386,1,3,1,1,Southampton,0,1
632,1,1,1,0.49669707455174583,0,0,0.46923076923076923,3,1,1,1,Cherbourg,1,1
633,0,1,1,0.46050829894713463,0,0,0.0,1,1,1,1,Southampton,0,1
634,0,3,0,0.13494809688581316,3,2,0.42923076923076925,1,3,3,0,Southampton,0,0
637,0,2,1,0.4809688581314879,1,1,0.40384615384615385,1,2,1,1,Southampton,0,0
638,0,3,0,0.6382510223340673,0,5,0.6105769230769231,1,3,2,0,Southampton,0,0
639,0,3,1,0.46050829894713463,1,0,0.24769230769230774,1,3,1,1,Southampton,0,0
642,0,3,0,0.02485058194400755,3,2,0.42923076923076925,1,3,3,0,Southampton,0,0
643,1,3,1,0.46050829894713463,0,0,0.8691661538461539,1,3,1,1,Southampton,1,1
647,1,1,1,0.8741742686379365,0,0,0.5461538461538462,3,1,1,1,Cherbourg,1,1
648,0,3,1,0.46050829894713463,0,0,0.11615384615384616,1,3,1,1,Southampton,0,1
649,1,3,0,0.35514312676942433,0,0,0.11615384615384616,1,3,2,0,Southampton,1,1
651,1,2,0,0.27650204466813466,0,1,0.35384615384615387,1,2,2,0,Southampton,1,0
652,0,3,1,0.3236866939289085,0,0,0.1297430769230769,1,3,1,1,Southampton,0,1
653,1,3,0,0.46050829894713463,0,0,0.12044923076923078,2,3,2,0,Queenstown,1,1
654,0,3,0,0.27650204466813466,0,0,0.10384615384615385,2,3,2,0,Queenstown,0,1
657,0,3,0,0.49669707455174583,1,1,0.23846153846153847,2,3,2,0,Queenstown,0,0
658,0,2,1,0.35514312676942433,0,0,0.2,1,2,1,1,Southampton,0,1
661,0,3,1,0.6225228059138094,0,0,0.11115384615384616,3,3,1,1,Cherbourg,0,1
662,0,1,1,0.732620320855615,0,0,0.39365384615384613,1,1,1,1,Southampton,0,1
663,0,3,1,0.5596099402327777,0,0,0.11532,1,3,1,1,Southampton,0,1
664,1,3,1,0.3079584775086505,1,0,0.12192307692307693,1,3,1,1,Southampton,1,0
667,0,3,1,0.46050829894713463,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
668,0,3,1,0.6697074551745832,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
669,1,1,0,0.46050829894713463,1,0,0.8,1,1,2,0,Southampton,1,0
670,1,2,0,0.6225228059138094,1,1,0.6000000000000001,1,2,2,0,Southampton,1,0
671,0,1,1,0.4809688581314879,1,0,0.8,1,1,1,1,Southampton,0,0
673,1,2,1,0.4809688581314879,0,0,0.2,1,2,1,1,Southampton,1,1
675,0,3,1,0.27650204466813466,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
676,0,3,1,0.37873545139981124,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
677,1,3,0,0.27650204466813466,0,0,0.15141076923076924,1,3,2,0,Southampton,1,1
678,0,3,0,0.6697074551745832,1,6,0.7215384615384616,1,3,2,0,Southampton,0,0
680,0,3,0,0.46050829894713463,0,0,0.12519230769230769,2,3,2,0,Queenstown,0,1
682,0,3,1,0.3079584775086505,0,0,0.14192307692307693,1,3,1,1,Southampton,0,1
683,0,3,1,0.21358917898710286,5,2,0.7215384615384616,1,3,3,0,Southampton,0,0
684,0,2,1,0.9370871343189682,1,1,0.6000000000000001,1,2,1,1,Southampton,0,0
685,0,2,1,0.38659955960994025,1,2,0.63968,3,2,1,1,Cherbourg,0,0
686,0,3,1,0.21358917898710286,4,1,0.6105769230769231,1,3,3,0,Southampton,0,0
687,0,3,1,0.29223026108839256,0,0,0.15647384615384616,1,3,1,1,Southampton,0,1
688,0,3,1,0.27650204466813466,0,0,0.11993538461538462,1,3,1,1,Southampton,0,1
690,1,1,1,0.4809688581314879,1,0,0.8769230769230769,1,1,1,1,Southampton,1,0
691,1,3,0,0.056307014784523435,0,1,0.20641076923076926,3,3,3,0,Cherbourg,1,0
693,0,3,1,0.38659955960994025,0,0,0.11115384615384616,3,3,1,1,Cherbourg,0,1
694,0,1,1,0.9370871343189682,0,0,0.4084615384615385,1,1,1,1,Southampton,0,1
695,0,2,1,0.8112614029569047,0,0,0.2076923076923077,1,2,1,1,Southampton,0,1
697,1,3,0,0.46050829894713463,0,0,0.11897384615384615,2,3,2,0,Queenstown,1,1
699,0,3,1,0.6539792387543253,0,0,0.11769230769230771,1,3,1,1,Southampton,0,1
701,1,1,1,0.5438817238125196,0,0,0.40442307692307694,1,1,1,1,Southampton,1,1
702,0,3,0,0.27650204466813466,0,1,0.2223723076923077,3,3,2,0,Cherbourg,0,0
703,0,3,1,0.38659955960994025,0,0,0.11910307692307692,2,3,1,1,Queenstown,0,1
704,0,3,1,0.4023277760301982,1,0,0.12083384615384615,1,3,1,1,Southampton,0,0
705,0,2,1,0.6067945894935515,0,0,0.4,1,2,1,1,Southampton,0,1
706,1,2,0,0.7011638880150991,0,0,0.2076923076923077,1,2,2,0,Southampton,1,1
707,1,1,1,0.6539792387543253,0,0,0.40442307692307694,1,1,1,1,Southampton,1,1
710,1,1,0,0.3708713431896823,0,0,0.7616030769230769,3,1,2,0,Cherbourg,1,1
711,0,1,1,0.46050829894713463,0,0,0.4084615384615385,1,1,1,1,Southampton,0,1
712,1,1,1,0.7483485372758729,1,0,0.8,1,1,1,1,Southampton,1,0
713,0,3,1,0.449512425290972,0,0,0.1458969230769231,1,3,1,1,Southampton,0,1
714,0,2,1,0.8112614029569047,0,0,0.2,1,2,1,1,Southampton,0,1
715,0,3,1,0.29223026108839256,0,0,0.11769230769230771,1,3,1,1,Southampton,0,1
717,1,2,0,0.4180559924504561,0,0,0.16153846153846155,1,2,2,0,Southampton,1,1
718,0,3,1,0.46050829894713463,0,0,0.23846153846153847,2,3,1,1,Queenstown,0,1
719,0,3,1,0.5124252909720037,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
720,1,2,0,0.08776344762503932,0,1,0.5076923076923077,1,2,3,0,Southampton,1,0
721,0,3,1,0.2607738282478767,1,0,0.10852615384615386,1,3,1,1,Southampton,0,0
722,0,2,1,0.5281535073922617,0,0,0.2,1,2,1,1,Southampton,0,1
723,0,2,1,0.7798049701163888,0,0,0.2,1,2,1,1,Southampton,0,1
724,1,1,1,0.4180559924504561,1,0,0.816923076923077,1,1,1,1,Southampton,1,0
725,0,3,1,0.3079584775086505,0,0,0.13326923076923078,1,3,1,1,Southampton,0,1
726,1,2,0,0.4652406417112299,3,0,0.3230769230769231,1,2,2,0,Southampton,1,0
727,1,3,0,0.46050829894713463,0,0,0.11903846153846154,2,3,2,0,Queenstown,1,1
728,0,2,1,0.38659955960994025,1,0,0.4,1,2,1,1,Southampton,0,0
729,0,3,0,0.38659955960994025,1,0,0.12192307692307693,1,3,2,0,Southampton,0,0
731,0,3,1,0.16640452972632902,0,0,0.2890384615384616,3,3,3,0,Cherbourg,0,1
735,0,3,1,0.441648317080843,0,0,0.24769230769230774,1,3,1,1,Southampton,0,1
736,0,3,0,0.7483485372758729,1,3,0.5288461538461539,1,3,2,0,Southampton,0,0
740,1,1,1,0.46050829894713463,0,0,0.46153846153846156,1,1,1,1,Southampton,1,1
743,0,3,1,0.3708713431896823,1,0,0.24769230769230774,1,3,1,1,Southampton,0,0
744,1,3,1,0.4809688581314879,0,0,0.12192307692307693,1,3,1,1,Southampton,1,1
746,0,3,1,0.24504561182761875,1,1,0.31153846153846154,1,3,1,1,Southampton,0,0
747,1,2,0,0.4652406417112299,0,0,0.2,1,2,2,0,Southampton,1,1
748,0,1,1,0.29223026108839256,1,0,0.816923076923077,1,1,1,1,Southampton,0,0
749,0,3,1,0.4809688581314879,0,0,0.11923076923076924,2,3,1,1,Queenstown,0,1
750,1,2,0,0.056307014784523435,1,1,0.35384615384615387,1,2,3,0,Southampton,1,0
751,1,3,1,0.08776344762503932,0,1,0.19192307692307692,1,3,3,0,Southampton,1,0
752,0,3,1,0.5124252909720037,0,0,0.14615384615384616,1,3,1,1,Southampton,0,1
753,0,3,1,0.35514312676942433,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
754,1,2,0,0.7483485372758729,1,2,1.0,1,2,2,0,Southampton,1,0
755,1,2,1,0.0039320541050644866,1,1,0.2230769230769231,1,2,3,0,Southampton,1,0
756,0,3,1,0.43378420887071406,0,0,0.11993538461538462,1,3,1,1,Southampton,0,1
761,0,3,1,0.6382510223340673,0,0,0.10961538461538461,1,3,1,1,Southampton,0,1
762,1,3,1,0.3079584775086505,0,0,0.11121846153846154,3,3,1,1,Cherbourg,1,1
764,0,3,1,0.24504561182761875,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
766,0,1,1,0.46050829894713463,0,0,0.6092307692307692,3,1,1,1,Cherbourg,0,1
767,0,3,0,0.4731047499213589,0,0,0.11923076923076924,2,3,2,0,Queenstown,0,1
768,0,3,1,0.46050829894713463,1,0,0.37153846153846154,2,3,1,1,Queenstown,0,0
769,0,3,1,0.49669707455174583,0,0,0.12865384615384617,1,3,1,1,Southampton,0,1
770,0,3,1,0.3708713431896823,0,0,0.14615384615384616,1,3,1,1,Southampton,0,1
771,0,3,1,0.7483485372758729,0,0,0.12083384615384615,1,3,1,1,Southampton,0,1
772,0,2,0,0.8899024850581944,0,0,0.16153846153846155,1,2,2,0,Southampton,0,1
774,1,2,0,0.8427178357974205,1,3,0.35384615384615387,1,2,2,0,Southampton,1,0
775,0,3,1,0.27650204466813466,0,0,0.11923076923076924,1,3,1,1,Southampton,0,1
777,1,3,0,0.07203523120478138,0,0,0.19192307692307692,1,3,3,0,Southampton,1,1
778,0,3,1,0.46050829894713463,0,0,0.11903846153846154,2,3,1,1,Queenstown,0,1
780,1,3,0,0.19786096256684493,0,0,0.11121846153846154,3,3,3,0,Cherbourg,1,1
781,1,1,0,0.2607738282478767,1,0,0.8769230769230769,1,1,2,0,Southampton,1,0
782,0,1,1,0.449512425290972,0,0,0.46153846153846156,1,1,1,1,Southampton,0,1
783,0,3,1,0.46050829894713463,1,2,0.3607692307692308,1,3,1,1,Southampton,0,0
784,0,3,1,0.38659955960994025,0,0,0.10846153846153847,1,3,1,1,Southampton,0,1
785,0,3,1,0.38659955960994025,0,0,0.11153846153846154,1,3,1,1,Southampton,0,1
786,1,3,0,0.27650204466813466,0,0,0.11532,1,3,2,0,Southampton,1,1
787,0,3,1,0.1192198804655552,4,1,0.4480769230769231,2,3,3,0,Queenstown,0,0
788,1,3,1,0.009122365523749607,1,2,0.31653846153846155,1,3,3,0,Southampton,1,0
791,0,2,1,0.24504561182761875,0,0,0.4,1,2,1,1,Southampton,0,1
793,0,1,1,0.46050829894713463,0,0,0.47224307692307693,3,1,1,1,Cherbourg,0,1
794,0,3,1,0.38659955960994025,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
795,0,2,1,0.6067945894935515,0,0,0.2,1,2,1,1,Southampton,0,1
796,1,1,0,0.7640767536961308,0,0,0.3989107692307693,1,1,2,0,Southampton,1,1
797,1,3,0,0.4809688581314879,0,0,0.13358923076923077,1,3,2,0,Southampton,1,1
798,0,3,1,0.4652406417112299,0,0,0.11121846153846154,3,3,1,1,Cherbourg,0,1
799,0,3,0,0.4652406417112299,1,1,0.37153846153846154,1,3,2,0,Southampton,0,0
801,1,2,0,0.4809688581314879,1,1,0.40384615384615385,1,2,2,0,Southampton,1,0
803,1,3,1,0.0,0,1,0.13102615384615385,3,3,3,0,Cherbourg,1,0
804,1,3,1,0.4180559924504561,0,0,0.10730769230769231,1,3,1,1,Southampton,1,1
805,0,3,1,0.4809688581314879,0,0,0.11961538461538462,1,3,1,1,Southampton,0,1
806,0,1,1,0.6067945894935515,0,0,0.0,1,1,1,1,Southampton,0,1
807,0,3,0,0.27650204466813466,0,0,0.11961538461538462,1,3,2,0,Southampton,0,1
